0201001, 119.83333333333333, 15.118421434351758
0205006, 106.83333333333333, 18.28022611092835
0213015, 191.5, 26.553719136874218
0107016, 90.83333333333333, 10.778064142816495
0117009, 61.166666666666664, 15.367715076310684
0201009, 155.0, 74.19973045773145
0206012, 61.166666666666664, 10.166939887039101
0202006, 102.16666666666667, 12.384129628951188
0126003, 89.16666666666667, 12.496666222103665
0127016, 72.83333333333333, 13.197221929886103
0210015, 252.66666666666666, 30.519938837859204
0110016, 49.666666666666664, 8.01664934163062
0108002, 110.0, 23.53720459187964
0105004, 37.833333333333336, 14.232591705893437
0123009, 136.66666666666666, 41.82184437189095
0214014, 79.66666666666667, 20.953917692562094
0202016, 78.16666666666667, 31.70751751031081
0210012, 133.16666666666666, 55.732994416832355
0119001, 51.333333333333336, 15.108496505829647
0113012, 53.333333333333336, 17.119190011991417
0102014, 116.0, 15.594870951694341
0104014, 144.66666666666666, 12.628011192055013
0206003, 53.0, 15.006665185843255
0111006, 87.66666666666667, 19.7956224117017
0121003, 93.83333333333333, 30.142439626988832
0110002, 82.16666666666667, 20.634114147853953
0118002, 99.16666666666667, 18.51935924017531
0106015, 247.0, 28.41830396065184
0208014, 86.66666666666667, 15.743781841306957
0124004, 43.666666666666664, 11.448435118681795
